participant;condition;layout;chats;part;topic;question;answer;wait_time;correct
11;C;1;4;3;Ompelukone;Mikä on tässä ompelukoneessa ompelen enimmäisleveys?;5 mm;76,60;TRUE
11;C;1;4;3;Ompelukone;Entä mille välille ompelen pituuden voi asettaa siksak-ompelussa?;0,5 - 4;91,24;TRUE
11;C;1;4;3;Ompelukone;Kuinka painava kone on?;5 kg;92,95;TRUE
11;C;1;4;3;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;Paina + teholla 3;71,82;TRUE
11;C;1;4;3;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;En tiedä;95,00;FALSE
11;C;1;4;3;Liesituuletin;Entä mitä puhdistusainetta voi käyttää laitteen alumiini- ja muoviosien puhdistukseen?;lasinpesuaine;62,76;TRUE
11;C;1;4;3;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;kalpa;58,40;TRUE
11;C;1;4;3;Generaattori;Missä tätä generaattoria on tarkoitus käyttää?;asuntovaunuissa, matkailuautoissa, kaupallisessa käytössä olevissa ajoneuvoissa;56,26;TRUE
11;D;2;4;4;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;180 mm;20,30;TRUE
11;D;2;4;4;Uuni;Entä kuinka monta kannatintasoa uunissa on?;4;69,93;TRUE
11;D;2;4;4;Uuni;Sitten vielä pari kysymystä uunin asennuksesta. Voiko uunin asentaa 200 mm päähän seinästä?;Voi;36,95;TRUE
11;D;2;4;4;Uuni;Hyvä, entä kuinka paljon tyhjää tilaa lieden päällä pitää vähintään olla?;650 mm;23,24;TRUE
11;D;2;4;4;Pyykinpesukone;Olen miettinyt pesukoneen ostoa, ja haluasin kysyä pari juttua ennen päätöstä. Mikä on koneen leveys?;600 mm;78,21;TRUE
11;D;2;4;4;Pyykinpesukone;Entä maksimitäyttömäärä?;7 kg;35,21;TRUE
11;D;2;4;4;Pyykinpesukone;Voiko koneen lisätoimintoihin kuuluvalla ajastuksella ajastaa koneen käynnistymään vuorokauden päästä?;ei;35,46;TRUE
11;D;2;4;4;Päältäajettava ruohonleikkuri;Haluaisin vertailla kahta ruohonleikkurimallia, LM2148 M ja LM2153 MD. Kummassa näistä on suurempi teho?;LM2153 MD;58,88;TRUE
11;D;2;4;4;Päältäajettava ruohonleikkuri;Entä onko niiden polttoainesäiliöiden tilavuuksissa eroa?;ei;31,57;TRUE
11;D;2;4;4;Päältäajettava ruohonleikkuri;Mitkä niiden leikkuuleveydet ovat?;LM2148 M 48 mm, LM2153 MD 53 mm;26,42;TRUE
11;D;2;4;4;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90 m;38,13;TRUE
11;D;2;4;4;Jalkapallosäännöt;Mikä on pallon ympärysmitta?;68-70 cm;33,20;TRUE
11;D;2;4;4;Jalkapallosäännöt;Kuinka monta pelaajaa joukkueessa saa olla enintään?;11;13,93;TRUE
11;D;2;4;4;Jalkapallosäännöt;Sitten vielä yksi. Kuinka kaukana vastapuolen pelaajien pitää olla kulmakaaresta kulmapotkutilanteessa?;9,15 m;47,69;TRUE
11;D;2;4;4;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;600 mm;15,69;TRUE
11;D;2;4;4;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;3,5 kg;95,80;FALSE
11;D;2;4;4;Taekwondon kilpailusäännöt;Lapseni on osallistumassa ensimmäiseen taekwondokilpailuun ja muutama asia on vielä epäselvä. Mihin kilpailuluokkaan hänen pitää osallistua? Hän on 9-vuotias.;Värivyöt, C-juniorit;42,23;TRUE
11;D;2;4;4;Taekwondon kilpailusäännöt;Käydäänkö tässä luokassa pyykkipoikaottelua?;kyllä;58,72;TRUE
11;D;2;4;4;Agility;Olen osallistumassa ensimmäistä kertaa agility-kilpailuun. Koirani säkäkorkeus on 40cm, mihin kilpailuluokkaan (koko) minun pitää osallistua?;M;96,48;TRUE
11;D;2;4;4;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;3;46,26;TRUE
12;A;1;3;2;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;kalpa;45,29;TRUE
12;A;1;3;2;Miekkailu;Kuinka paljon se saa enintään painaa?;770 g;13,67;TRUE
12;A;1;3;2;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;koko vartalo vyötäröstä ylöspäin;36,61;TRUE
12;A;1;3;2;Miekkailu;Entä kalpamiekkailun?;koko keho aina varpaasta päätä suojaavaan maskiin asti;105,90;TRUE
12;A;1;3;2;Jääkaappi;Tarvitsisin apua jääkaapin asennuksessa. Kuinka kauas sähköliedestä jääkaappi tulee vähintään sijoittaa?;3 cm;64,92;TRUE
12;A;1;3;2;Jääkaappi;Olen kytkemässä jääkaappia toimintaan, laitoin juuri pistokkeen seinään ja nyt kuuluu joku hälytysääni. Mitä teen?;"Se on lämpötilahälytys
";94,46;FALSE
12;A;1;3;2;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;3;49,88;TRUE
12;A;1;3;2;Astianpesukone;Selvä, mitä lämpötilaa tämä ohjelma käyttää?;70 c;133,26;TRUE
12;A;1;3;2;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90 m;37,84;TRUE
12;B;2;3;1;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;274 cm;23,58;TRUE
12;B;2;3;1;Pöytätenniksen säännöt;Kuinka korkealle pallon kuuluu nousta pelaajan kämmenestä syötössä?;16 cm;32,44;TRUE
12;B;2;3;1;Pöytätenniksen säännöt;Entä kuinka kuinka monta pistettä pelaajan pitää vähintään saada, jotta voi voittaa erän?;11;60,36;TRUE
12;B;2;3;1;Lämpöpumppu;Lämpöpumppuni ohjausjärjestelmän vihreä merkkivalo alkoi vilkkumaan eilen, mitä se tarkoittaa?;"Anteeki eikun siis
Hälytys on aktiivisena";103,51;TRUE
12;B;2;3;1;Lämpöpumppu;Mikä asetus pitää olla päällä, jotta ohjausjärjestelmä sallii vain sähkövastuksen toiminnan?;Lisälämpö;53,09;TRUE
12;B;2;3;1;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;180 mm;117,52;TRUE
12;B;2;3;1;Uuni;Entä kuinka monta kannatintasoa uunissa on?;4;62,69;TRUE
12;C;1;4;4;Arkkupakastin;Tarvitsisin vastauksen muutamaan kysymykseen, jotta tiedän ostanko arkkupakastimen. Kuinka leveä pakastin on?;643 mm;42,07;FALSE
12;C;1;4;4;Arkkupakastin;Sitten kysymys asennuksesta. Voinko asentaa pakastimen varastoon, jossa on talvella +5 astetta lämmintä?;ei se vaatii vähintään 10 c;118,44;TRUE
12;C;1;4;4;Arkkupakastin;Entä mikä on alhaisin lämpötila, jolle pakastimen voi säätää käyttöpaneelista?;-24 c;61,76;TRUE
12;C;1;4;4;Pyykinpesukone;Olen miettinyt pesukoneen ostoa, ja haluasin kysyä pari juttua ennen päätöstä. Mikä on koneen leveys?;522 mm;78,65;FALSE
12;C;1;4;4;Pyykinpesukone;Entä maksimitäyttömäärä?;7 kg;70,64;TRUE
12;C;1;4;4;Pyykinpesukone;Voiko koneen lisätoimintoihin kuuluvalla ajastuksella ajastaa koneen käynnistymään vuorokauden päästä?;ei, enintään 20 h päästä;131,26;TRUE
12;C;1;4;4;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;paina painiketta + kun tuuletin on teholla 3;141,37;TRUE
12;C;1;4;4;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;2 kk välein;80,03;TRUE
12;C;1;4;4;Liesituuletin;Entä mitä puhdistusainetta voi käyttää laitteen alumiini- ja muoviosien puhdistukseen?;lasinpesuainetta;65,15;TRUE
12;C;1;4;4;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314 mm;19,26;TRUE
12;C;1;4;4;Mankeli;Entä mankeliliinan leveys?;730 mm;188,25;FALSE
12;C;1;4;4;Mankeli;Mikä on lakanoiden mankeiloimisaika?;2-4 min;97,17;TRUE
12;D;2;4;3;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;950 mm;299,46;TRUE
12;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;kuulokkeet ja latauskaapeli;137,90;FALSE
12;D;2;4;3;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;0;77,42;TRUE
12;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Kuinka kauan kuulokkeiden lataaminen pitäisi yleensä kestää?;2 h;77,37;TRUE
12;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Kuinka suuri kuulokkeiden toimintasäde on?;10 m;50,87;TRUE
12;D;2;4;3;Agility;Olen osallistumassa ensimmäistä kertaa agility-kilpailuun. Koirani säkäkorkeus on 40cm, mihin kilpailuluokkaan (koko) minun pitää osallistua?;M;83,19;TRUE
12;D;2;4;3;Agility;Kuinka monta eri tasoluokkaa on olemassa?;3;66,31;TRUE
12;D;2;4;3;Agility;Onko agilitykilpailun tarkoituksena yhtenä osa-aluuena koiran ulkonäön arviointi?;ei;107,52;TRUE
12;D;2;4;3;Ompelukone;Mikä on tässä ompelukoneessa ompelen enimmäisleveys?;1;382,10;FALSE
13;A;1;3;3;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;paina +, kun tuuletin on teholla 3;139,31;TRUE
13;A;1;3;3;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;vähintään 2kk välein;73,62;TRUE
13;A;1;3;3;Liesituuletin;Entä mitä puhdistusainetta voi käyttää laitteen alumiini- ja muoviosien puhdistukseen?;lasinpesuaine;53,76;TRUE
13;A;1;3;3;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;Kuulokkeet, usb-latauskaapeli, pikaopas;42,37;TRUE
13;A;1;3;3;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;0;133,69;TRUE
13;A;1;3;3;Langattomat Bluetooth-kuulokkeet;Kuinka kauan kuulokkeiden lataaminen pitäisi yleensä kestää?;2 h;76,76;TRUE
13;A;1;3;3;Langattomat Bluetooth-kuulokkeet;Kuinka suuri kuulokkeiden toimintasäde on?;jopa 10 m;52,61;TRUE
13;A;1;3;3;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;1900mm;53,36;TRUE
13;A;1;3;3;Kuivauskaappi;Kuinka kauan lingotun pyykin kuivaus pikakuivauksella kestää?;n. 120 min;128,24;TRUE
13;A;1;3;3;Kuivauskaappi;Mitä pesuainetta kuivauskaapin puhdistukseen voi käyttää?;mieto saippualiuos;84,22;TRUE
13;A;1;3;3;Päältäajettava ruohonleikkuri;Haluaisin vertailla kahta ruohonleikkurimallia, LM2148 M ja LM2153 MD. Kummassa näistä on suurempi teho?;LM2153 MD;29,12;TRUE
13;B;2;3;1;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;600mm;21,03;TRUE
13;B;2;3;1;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;8 kg;85,20;TRUE
13;B;2;3;1;Kuivausrumpu;Kuuluuko ajastettu kuivaus laitteen lisätoimintoihin?;kyllä;88,09;TRUE
13;B;2;3;1;Kuivausrumpu;Entä onko laitteessa ohjelmaa villavaatteille?;Kyllä;80,36;TRUE
13;B;2;3;1;Cheerleadingin kilpailusäännöt;Joukkueemme on osallistumassa cheerleadingin SM-kisoihin ja haluaisin selvittää muutaman asian kilpailusäännöistä. Kuinka suuri kilpailualue on SM-kisoissa?;14x16m;24,69;TRUE
13;B;2;3;1;Cheerleadingin kilpailusäännöt;Entä kuinka monta ulkoista spotteria joukkueella saa olla kilpailussa enintään?;max 6;63,14;TRUE
13;B;2;3;1;Cheerleadingin kilpailusäännöt;Saako ulkoinen spotteri tukea huojuvaa pyramidia?;Ei;83,16;TRUE
13;B;2;3;1;Grilli;Mietin grillin ostoa ja olisi pari kysymystä siitä. Mitkä ovat grillauspinta-alan pituus ja leveys?;n. 49.6x90.0cm;54,70;TRUE
13;B;2;3;1;Grilli;Kuinka pitkä takuu grillillä on?;2 vuotta. Landmanilta 5 vuotta alumiini- ja valuosille.;109,55;TRUE
13;B;2;3;1;Grilli;Entä mitä lisävarusteita grilliin on saatavana?;Suojahuppu, elektroninen grillivarras;80,85;TRUE
13;B;2;3;1;Jääkaappi;Tarvitsisin apua jääkaapin asennuksessa. Kuinka kauas sähköliedestä jääkaappi tulee vähintään sijoittaa?;3 cm;70,04;TRUE
13;B;2;3;1;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90m;42,88;TRUE
13;C;1;4;2;Kiuas;Minulla olisi pari kysymystä koskien kiuastanne. Millä etäisyydellä kiukaan pitää olla sen takana olevasta seinästä?;100mm;45,96;TRUE
13;C;1;4;2;Kiuas;Mikä on pisin aika, jonka päähän kiukaan voi ajastaa lämpenemään?;8 tuntia;187,33;TRUE
13;C;1;4;2;Kiuas;Saako löylyvetenä käyttää merivettä?;Ei;79,08;TRUE
13;C;1;4;2;Televisio;Yritän muodostaa internet-yhteyttä ostamaani televisioon, mutta se ei tunnu onnistuvan. Mikä on minimi verkkoyhteyden nopeus, jotta internet-yhteys voidaan muodostaa?;10 Mbps;435,51;TRUE
13;C;1;4;2;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;274cm;17,18;TRUE
13;C;1;4;2;Pöytätenniksen säännöt;Kuinka korkealle pallon kuuluu nousta pelaajan kämmenestä syötössä?;16cm;99,04;TRUE
13;C;1;4;2;Pöytätenniksen säännöt;Entä kuinka kuinka monta pistettä pelaajan pitää vähintään saada, jotta voi voittaa erän?;11 pistettä 2 pisteen erolla;203,46;TRUE
13;C;1;4;2;Painepesuri;Mikä on mallin P 130.2 nimellispaine?;12 Mpa / 120 bar;61,45;TRUE
13;C;1;4;2;Painepesuri;Entä nimellisvirrankulutus?;2.300 kW;107,40;TRUE
13;C;1;4;2;Painepesuri;Kuinka pitkä takuu laitteessa on?;2 vuotta kotikäyttöön;43,44;TRUE
13;D;2;4;4;Ompelukone;Mikä on tässä ompelukoneessa ompelen enimmäisleveys?;5mm;22,21;TRUE
13;D;2;4;4;Ompelukone;Entä mille välille ompelen pituuden voi asettaa siksak-ompelussa?;0,5 - 4;40,64;TRUE
13;D;2;4;4;Ompelukone;Kuinka painava kone on?;5 kg;56,88;TRUE
13;D;2;4;4;Arkkupakastin;Tarvitsisin vastauksen muutamaan kysymykseen, jotta tiedän ostanko arkkupakastimen. Kuinka leveä pakastin on?;595mm;86,50;TRUE
13;D;2;4;4;Arkkupakastin;Sitten kysymys asennuksesta. Voinko asentaa pakastimen varastoon, jossa on talvella +5 astetta lämmintä?;et voi;78,90;TRUE
13;D;2;4;4;Arkkupakastin;Entä mikä on alhaisin lämpötila, jolle pakastimen voi säätää käyttöpaneelista?;-24 astetta;28,55;TRUE
13;D;2;4;4;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;3;56,80;TRUE
13;D;2;4;4;Astianpesukone;Selvä, mitä lämpötilaa tämä ohjelma käyttää?;70 astetta;48,30;TRUE
13;D;2;4;4;Astianpesukone;Sitten vielä yksi kysymys koneen asetuksista. Asuinpaikassani veden kovuus on 32°dH, mihin asentoon vedenpehmennin tulee siis asettaa?;7;99,02;TRUE
13;D;2;4;4;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;180mm;89,03;TRUE
13;D;2;4;4;Uuni;Entä kuinka monta kannatintasoa uunissa on?;4;33,01;TRUE
13;D;2;4;4;Uuni;Sitten vielä pari kysymystä uunin asennuksesta. Voiko uunin asentaa 200 mm päähän seinästä?;kyllä;59,39;TRUE
13;D;2;4;4;Uuni;Hyvä, entä kuinka paljon tyhjää tilaa lieden päällä pitää vähintään olla?;650mm;72,79;TRUE
13;D;2;4;4;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;Sähkökatko;47,07;TRUE
13;D;2;4;4;Mikroaaltouuni;Selvä. Entä mikä on suurin teho jonka voin valita?;800 W;33,64;TRUE
14;A;1;3;4;Televisio;Yritän muodostaa internet-yhteyttä ostamaani televisioon, mutta se ei tunnu onnistuvan. Mikä on minimi verkkoyhteyden nopeus, jotta internet-yhteys voidaan muodostaa?;10 Mbps;23,66;TRUE
14;A;1;3;4;Televisio;Kytkin USB-näppäimistön televisioon, millä painikkeella pääsen palaamaan valikossa edelliseen näyttöön?;ESC-näppäin;31,40;TRUE
14;A;1;3;4;Televisio;Entä mitä Windows-näppäin tekee?;Näyttää television asetukset;7,11;TRUE
14;A;1;3;4;Koripallon pelisäännöt;Olen perustamassa koripallojoukkuetta ja olisi muutama kysymys. Kuinka monta pelaajaa joukkueessa voi enintään olla?;12;35,25;TRUE
14;A;1;3;4;Koripallon pelisäännöt;Mitkä ovat pelikentän pituus ja leveys?;28 m pitkä ja 15 m leveä;36,00;TRUE
14;A;1;3;4;Koripallon pelisäännöt;Kuinka monta erää ottelussa pelataan?;4;37,11;TRUE
14;A;1;3;4;Koripallon pelisäännöt;Entä kuinka monta minuuttia yksi erä kestää?;10 min;19,41;TRUE
14;A;1;3;4;Nelikopteri;Kiinnostaisi tietää muutama juttu tästä nelikopterista. Kuinka painava kopteri on?;1380 g;22,45;TRUE
14;A;1;3;4;Nelikopteri;Entä mikä on sen maksiminopeus?;20m/s;13,15;TRUE
14;A;1;3;4;Nelikopteri;Kuuluko kotiinpaluutoimintoon kotiin paluu, jos akku on vähissä?;Kyllä kuuluu;66,62;TRUE
14;A;1;3;4;Nelikopteri;Kuinka pitkä takuu kopterilla on?;1 vuosi;16,30;TRUE
14;A;1;3;4;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;274 cm;13,69;TRUE
14;A;1;3;4;Pöytätenniksen säännöt;Kuinka korkealle pallon kuuluu nousta pelaajan kämmenestä syötössä?;16 cm;24,51;TRUE
14;A;1;3;4;Pöytätenniksen säännöt;Entä kuinka kuinka monta pistettä pelaajan pitää vähintään saada, jotta voi voittaa erän?;11 pistettä;32,21;TRUE
14;A;1;3;4;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;sähkökatko;39,88;TRUE
14;A;1;3;4;Jääkaappi;Tarvitsisin apua jääkaapin asennuksessa. Kuinka kauas sähköliedestä jääkaappi tulee vähintään sijoittaa?;3 cm;19,45;TRUE
14;B;2;3;1;Päältäajettava ruohonleikkuri;Haluaisin vertailla kahta ruohonleikkurimallia, LM2148 M ja LM2153 MD. Kummassa näistä on suurempi teho?;LM2153 MD;39,92;TRUE
14;B;2;3;1;Päältäajettava ruohonleikkuri;Entä onko niiden polttoainesäiliöiden tilavuuksissa eroa?;ei;32,72;TRUE
14;B;2;3;1;Päältäajettava ruohonleikkuri;Mitkä niiden leikkuuleveydet ovat?;48m ja 53m;47,70;TRUE
14;B;2;3;1;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;950 mm;48,68;TRUE
14;B;2;3;1;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;3,5kg;56,35;FALSE
14;B;2;3;1;Kuivausrumpu;Kuuluuko ajastettu kuivaus laitteen lisätoimintoihin?;kyllä;26,59;TRUE
14;B;2;3;1;Kuivausrumpu;Entä onko laitteessa ohjelmaa villavaatteille?;kyllä;38,13;TRUE
14;B;2;3;1;Cheerleadingin kilpailusäännöt;Joukkueemme on osallistumassa cheerleadingin SM-kisoihin ja haluaisin selvittää muutaman asian kilpailusäännöistä. Kuinka suuri kilpailualue on SM-kisoissa?;14x16m;57,33;TRUE
14;B;2;3;1;Cheerleadingin kilpailusäännöt;Entä kuinka monta ulkoista spotteria joukkueella saa olla kilpailussa enintään?;max 6;49,34;TRUE
14;B;2;3;1;Cheerleadingin kilpailusäännöt;Saako ulkoinen spotteri tukea huojuvaa pyramidia?;ei saa;17,04;TRUE
14;B;2;3;1;Arkkupakastin;Sitten kysymys asennuksesta. Voinko asentaa pakastimen varastoon, jossa on talvella +5 astetta lämmintä?;Et voi;118,84;TRUE
14;B;2;3;1;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;500 mm;138,94;FALSE
14;B;2;3;1;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;3;162,87;TRUE
14;C;1;4;2;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;1900 mm;22,53;TRUE
14;C;1;4;2;Kuivauskaappi;Kuinka kauan lingotun pyykin kuivaus pikakuivauksella kestää?;noin 120 min;120,40;TRUE
14;C;1;4;2;Kuivauskaappi;Mitä pesuainetta kuivauskaapin puhdistukseen voi käyttää?;mietoa saippualiuosta;66,85;TRUE
14;C;1;4;2;Grilli;Mietin grillin ostoa ja olisi pari kysymystä siitä. Mitkä ovat grillauspinta-alan pituus ja leveys?;49.6 x 90.0 cm;42,62;TRUE
14;C;1;4;2;Grilli;Kuinka pitkä takuu grillillä on?;2 vuotta ostopäiväst;44,33;TRUE
14;C;1;4;2;Grilli;Entä mitä lisävarusteita grilliin on saatavana?;suojahuppu ja elektroninen grillivarras;83,52;TRUE
14;C;1;4;2;Ompelukone;Mikä on tässä ompelukoneessa ompelen enimmäisleveys?;5mm;67,84;TRUE
14;C;1;4;2;Ompelukone;Entä mille välille ompelen pituuden voi asettaa siksak-ompelussa?;0,5 - 4;66,82;TRUE
14;C;1;4;2;Ompelukone;Kuinka painava kone on?;5,0 kg;55,26;TRUE
14;C;1;4;2;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;kalpa;108,34;TRUE
14;C;1;4;2;Miekkailu;Kuinka paljon se saa enintään painaa?;770g;14,57;TRUE
14;C;1;4;2;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;yläruumis;50,40;TRUE
14;C;1;4;2;Miekkailu;Entä kalpamiekkailun?;Koko keho;37,38;TRUE
14;C;1;4;2;Kamiina;Voinko käyttää ostamani kamiinan polttoaineena sytytysnestettä?;Et voi;91,27;TRUE
14;C;1;4;2;Agility;Olen osallistumassa ensimmäistä kertaa agility-kilpailuun. Koirani säkäkorkeus on 40cm, mihin kilpailuluokkaan (koko) minun pitää osallistua?;Medi (M);53,81;TRUE
14;C;1;4;2;Agility;Kuinka monta eri tasoluokkaa on olemassa?;kolme eri;56,69;TRUE
14;C;1;4;2;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314 mm;111,64;TRUE
14;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;Langattomat kuulokkeet, usb-latauskaapelin sekä opikaoppaan;27,16;TRUE
14;D;2;4;3;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;salasana on 0000;177,10;TRUE
14;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Kuinka kauan kuulokkeiden lataaminen pitäisi yleensä kestää?;2 tuntia;31,23;TRUE
14;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Kuinka suuri kuulokkeiden toimintasäde on?;jopa 10 m;139,14;TRUE
14;D;2;4;3;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;Paina painiketta + ku tuuletin on teholla 3;67,85;TRUE
14;D;2;4;3;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;2 kuukauden välein;241,23;TRUE
14;D;2;4;3;Tenniksen kilpailumääräykset;Ajattelin ilmoittautua tenniskisoihin, mutta edellisistä on niin kauan aikaa, että haluaisin tarkistaa pari juttua. Olen tasolla 14, mihin tasoluokkaan minun kuuluu osallistua?;C luokkaan;117,82;TRUE
14;D;2;4;3;Tenniksen kilpailumääräykset;Olen vähän huolissani omasta jaksamisestani, kuinka pitkä tauko kahden normaalipituisen saman luokan ottelussa on vähintään?;30 minuuttia;189,12;FALSE
14;D;2;4;3;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90 m;148,78;TRUE
